job_id,job_title,company_size,company_industry,country,remote_type,experience_level,years_experience,education_level,skills_python
5919,Data Scientist,Medium,Retail,UK,Onsite,Entry,3,PhD,0
5920,Data Scientist,MNC,Education,UK,Hybrid,Mid,1,Master,0
5921,Machine Learning Engineer,Enterprise,Retail,Germany,Hybrid,Mid,9,Bachelor,0
5922,Data Scientist,Medium,E-commerce,Singapore,Onsite,Senior,8,Master,0
5923,AI Engineer,MNC,Finance,Australia,Remote,Mid,5,Master,0
5924,Data Engineer,Medium,Healthcare,UK,Hybrid,Entry,4,Bachelor,0
5925,AI Engineer,MNC,Technology,USA,Onsite,Mid,7,Bachelor,1
5926,Business Analyst,Medium,E-commerce,Canada,Remote,Entry,12,PhD,1
5927,AI Engineer,Medium,Education,Singapore,Onsite,Mid,5,PhD,1
5928,Business Analyst,Startup,Retail,UK,Onsite,Senior,2,Master,0
5929,AI Engineer,Medium,E-commerce,UK,Onsite,Entry,14,Bachelor,0
5930,AI Engineer,Startup,Finance,USA,Onsite,Entry,6,PhD,1
5931,Data Analyst,Startup,Healthcare,Australia,Remote,Mid,9,PhD,1
5932,Data Scientist,Startup,Healthcare,USA,Remote,Mid,5,Bachelor,0
5933,Data Engineer,Startup,Technology,Germany,Onsite,Entry,7,Master,1
5934,Business Analyst,Medium,Healthcare,Germany,Remote,Entry,11,PhD,0
5935,AI Engineer,Startup,E-commerce,Australia,Remote,Senior,9,PhD,0
5936,Data Scientist,Enterprise,Healthcare,India,Hybrid,Entry,6,PhD,0
5937,Data Scientist,Medium,Education,USA,Remote,Senior,14,Master,0
5938,Data Engineer,Enterprise,Education,Australia,Hybrid,Senior,0,Bachelor,0
5939,AI Engineer,Enterprise,Education,Singapore,Hybrid,Senior,6,Master,0
5940,Data Analyst,Enterprise,Education,USA,Remote,Entry,8,Bachelor,0
5941,Data Engineer,Startup,Healthcare,UK,Onsite,Senior,9,Master,1
5942,Data Scientist,Startup,Finance,Australia,Remote,Entry,7,Master,0
5943,Data Engineer,MNC,Retail,India,Remote,Mid,5,Bachelor,1
5944,Data Scientist,Medium,Technology,Singapore,Onsite,Senior,14,PhD,1
5945,Data Scientist,Startup,Retail,Singapore,Remote,Mid,0,Bachelor,0
5946,Data Scientist,Enterprise,Education,UK,Onsite,Senior,10,Master,1
5947,Machine Learning Engineer,MNC,Technology,India,Hybrid,Senior,14,Bachelor,1
5948,AI Engineer,Enterprise,Finance,UK,Hybrid,Senior,13,PhD,1
5949,Data Engineer,Startup,Healthcare,Germany,Onsite,Mid,0,PhD,0
5950,Machine Learning Engineer,Enterprise,E-commerce,Singapore,Hybrid,Mid,6,PhD,1
5951,Data Analyst,MNC,E-commerce,USA,Hybrid,Mid,4,Bachelor,0
5952,Data Engineer,Enterprise,Education,India,Remote,Mid,2,PhD,0
5953,Business Analyst,Medium,Technology,India,Onsite,Entry,6,Master,1
5954,Business Analyst,Medium,Retail,Germany,Onsite,Mid,3,Master,0
5955,Data Scientist,MNC,E-commerce,UK,Onsite,Senior,1,Master,1
5956,Data Engineer,Startup,Retail,Germany,Remote,Entry,7,Master,0
5957,Machine Learning Engineer,MNC,Finance,India,Remote,Entry,12,Master,1
5958,Business Analyst,Medium,Healthcare,Germany,Remote,Senior,10,PhD,0
5959,Data Analyst,Startup,Retail,Singapore,Hybrid,Mid,10,Bachelor,1
5960,Data Scientist,Startup,Finance,UK,Hybrid,Mid,7,Bachelor,0
5961,Business Analyst,MNC,Technology,Canada,Hybrid,Entry,13,PhD,1
5962,Data Scientist,Startup,Healthcare,Germany,Onsite,Senior,11,PhD,1
5963,Data Engineer,Enterprise,E-commerce,Canada,Hybrid,Senior,14,Master,1
5964,Data Engineer,Medium,Technology,Canada,Onsite,Mid,3,PhD,1
5965,Data Scientist,Medium,Finance,Singapore,Onsite,Senior,8,Bachelor,0
5966,Data Scientist,MNC,Healthcare,Canada,Onsite,Mid,13,PhD,0
5967,Data Scientist,Startup,Healthcare,Canada,Onsite,Entry,13,Master,1
5968,Data Scientist,MNC,Retail,USA,Hybrid,Entry,1,Master,0
5969,Business Analyst,MNC,Education,Singapore,Hybrid,Entry,1,Bachelor,1
5970,Data Analyst,MNC,E-commerce,India,Onsite,Senior,1,Bachelor,1
5971,AI Engineer,Enterprise,Education,Australia,Onsite,Mid,8,Master,1
5972,AI Engineer,Medium,Retail,UK,Onsite,Mid,0,Bachelor,0
5973,Machine Learning Engineer,Startup,Finance,Canada,Onsite,Entry,8,PhD,0
5974,Machine Learning Engineer,MNC,E-commerce,Singapore,Hybrid,Entry,8,Bachelor,1
5975,Business Analyst,Enterprise,E-commerce,USA,Onsite,Entry,5,Bachelor,0
5976,Business Analyst,Medium,Retail,Singapore,Onsite,Entry,11,Master,0
5977,AI Engineer,Enterprise,Finance,Germany,Hybrid,Mid,2,Bachelor,0
5978,Data Scientist,Medium,Education,Singapore,Onsite,Senior,7,Master,0
5979,Data Analyst,Startup,Education,Australia,Onsite,Entry,1,PhD,1
5980,Data Analyst,MNC,Technology,Singapore,Remote,Senior,2,Master,0
5981,Machine Learning Engineer,Enterprise,Education,Australia,Remote,Mid,10,PhD,1
5982,Data Scientist,MNC,Healthcare,Canada,Onsite,Senior,13,PhD,1
5983,Data Scientist,Enterprise,Education,USA,Hybrid,Mid,9,Master,0
5984,Business Analyst,Startup,Finance,Singapore,Hybrid,Senior,0,Master,0
5985,Data Scientist,Startup,Finance,India,Remote,Entry,8,PhD,0
5986,AI Engineer,Startup,Retail,Germany,Onsite,Mid,7,Master,0
5987,AI Engineer,Medium,E-commerce,UK,Hybrid,Senior,6,PhD,0
5988,Business Analyst,MNC,Technology,USA,Remote,Senior,14,Bachelor,1
5989,Business Analyst,Medium,Finance,Canada,Remote,Mid,10,Master,1
5990,AI Engineer,Medium,Healthcare,UK,Onsite,Mid,8,Master,0
5991,Data Analyst,MNC,Retail,Singapore,Remote,Mid,0,Master,0
5992,Machine Learning Engineer,Medium,Education,UK,Onsite,Senior,7,PhD,1
5993,Business Analyst,Medium,Healthcare,Germany,Remote,Senior,2,Bachelor,0
5994,Data Engineer,Medium,Technology,Australia,Hybrid,Mid,8,Bachelor,1
5995,Machine Learning Engineer,MNC,Technology,Canada,Hybrid,Mid,4,PhD,1
5996,Data Analyst,MNC,Retail,UK,Hybrid,Entry,1,PhD,0
5997,Data Scientist,Startup,Healthcare,India,Hybrid,Mid,12,Bachelor,0
5998,Business Analyst,Startup,Finance,Singapore,Onsite,Entry,5,PhD,0
5999,Data Engineer,Medium,Technology,India,Onsite,Mid,11,Master,1
6000,Machine Learning Engineer,Medium,Education,Canada,Remote,Senior,13,PhD,1
6001,AI Engineer,Medium,Finance,Germany,Remote,Mid,5,Bachelor,1
6002,Data Scientist,Medium,Retail,India,Remote,Mid,7,PhD,0
6003,AI Engineer,Startup,E-commerce,Canada,Hybrid,Mid,0,Bachelor,1
6004,Data Scientist,Enterprise,Education,India,Onsite,Entry,0,Bachelor,0
6005,Data Engineer,Medium,Healthcare,India,Remote,Senior,12,PhD,0
6006,Data Scientist,Enterprise,Education,India,Onsite,Senior,4,Bachelor,1
6007,Machine Learning Engineer,Startup,Finance,Canada,Onsite,Mid,3,PhD,0
6008,Data Scientist,Enterprise,Finance,USA,Onsite,Entry,2,Bachelor,0
6009,Data Engineer,Medium,Healthcare,Australia,Hybrid,Senior,3,PhD,1
6010,Data Engineer,MNC,Retail,UK,Onsite,Mid,3,Bachelor,0
6011,Machine Learning Engineer,Medium,Finance,India,Remote,Senior,12,PhD,0
6012,Data Analyst,Startup,Education,Canada,Hybrid,Senior,6,PhD,1
6013,AI Engineer,MNC,Healthcare,Germany,Hybrid,Mid,1,Bachelor,1
6014,Data Analyst,Enterprise,Retail,India,Onsite,Entry,12,Bachelor,1
6015,Data Analyst,MNC,Education,Canada,Onsite,Entry,10,PhD,0
6016,Business Analyst,Startup,Retail,Singapore,Remote,Entry,9,Master,0
6017,Data Engineer,MNC,Retail,USA,Remote,Entry,14,PhD,1
6018,Data Engineer,Medium,E-commerce,Australia,Remote,Senior,9,PhD,1
6019,Machine Learning Engineer,Medium,Technology,Canada,Onsite,Senior,2,Master,0
6020,Data Scientist,Startup,E-commerce,Singapore,Onsite,Senior,9,PhD,0
6021,Business Analyst,Startup,E-commerce,USA,Hybrid,Senior,9,PhD,1
6022,Data Engineer,Medium,Education,India,Onsite,Entry,2,Bachelor,1
6023,AI Engineer,Enterprise,E-commerce,Singapore,Remote,Entry,11,Master,1
6024,Data Analyst,MNC,Finance,India,Hybrid,Senior,6,PhD,1
6025,Machine Learning Engineer,Enterprise,Finance,Germany,Remote,Entry,2,PhD,1
6026,Data Scientist,MNC,Retail,USA,Remote,Mid,7,Bachelor,0
6027,Data Scientist,Enterprise,Technology,Australia,Remote,Entry,7,PhD,0
6028,Data Analyst,Enterprise,Education,UK,Onsite,Mid,7,Master,1
6029,Data Analyst,Startup,Retail,Singapore,Remote,Entry,5,PhD,1
6030,AI Engineer,MNC,Healthcare,India,Onsite,Senior,10,PhD,0
6031,AI Engineer,Medium,Technology,Canada,Hybrid,Senior,13,PhD,1
6032,Data Scientist,Startup,Finance,USA,Onsite,Mid,5,Bachelor,1
6033,AI Engineer,MNC,Technology,Canada,Remote,Senior,0,Master,1
6034,Machine Learning Engineer,MNC,Healthcare,UK,Onsite,Entry,2,PhD,0
6035,Machine Learning Engineer,MNC,Education,India,Hybrid,Senior,5,PhD,1
6036,Business Analyst,Enterprise,E-commerce,Germany,Onsite,Senior,13,Master,0
6037,AI Engineer,Enterprise,Finance,Germany,Onsite,Entry,2,Bachelor,0
6038,AI Engineer,Medium,Education,Canada,Onsite,Senior,2,PhD,1
6039,Machine Learning Engineer,Startup,Healthcare,USA,Remote,Entry,4,Bachelor,1
6040,Data Engineer,MNC,Healthcare,India,Remote,Mid,0,PhD,1
6041,Machine Learning Engineer,MNC,Retail,UK,Remote,Entry,4,Master,0
6042,Data Analyst,MNC,Education,Singapore,Remote,Entry,1,Master,1
6043,Machine Learning Engineer,Startup,Finance,Singapore,Remote,Entry,13,Master,1
6044,Machine Learning Engineer,MNC,Healthcare,Singapore,Onsite,Entry,12,PhD,1
6045,Machine Learning Engineer,MNC,Finance,UK,Remote,Entry,4,Master,1
6046,Data Engineer,MNC,Finance,Australia,Hybrid,Mid,2,PhD,1
6047,Data Engineer,Startup,Finance,Australia,Hybrid,Mid,2,Bachelor,0
6048,Machine Learning Engineer,Medium,Finance,USA,Remote,Mid,2,Bachelor,1
6049,Data Analyst,Enterprise,Healthcare,India,Onsite,Entry,9,Master,0
6050,Data Analyst,MNC,Finance,UK,Onsite,Mid,4,Bachelor,1
6051,Data Analyst,Medium,Finance,USA,Remote,Entry,8,Bachelor,1
6052,Machine Learning Engineer,Enterprise,Finance,Canada,Remote,Senior,10,Master,1
6053,Data Scientist,Startup,Education,Germany,Hybrid,Mid,12,Bachelor,1
6054,Machine Learning Engineer,MNC,Education,Singapore,Hybrid,Mid,1,Bachelor,0
6055,Business Analyst,Medium,Finance,Singapore,Onsite,Senior,2,Bachelor,1
6056,AI Engineer,Enterprise,Finance,India,Onsite,Entry,4,PhD,0
6057,Data Engineer,Startup,Retail,Germany,Remote,Senior,2,Bachelor,1
6058,AI Engineer,Enterprise,Technology,India,Hybrid,Senior,6,PhD,0
6059,Business Analyst,Startup,Healthcare,Australia,Remote,Entry,4,Master,0
6060,Data Analyst,Medium,Technology,UK,Onsite,Entry,0,PhD,1
6061,Data Analyst,Enterprise,Education,USA,Onsite,Entry,1,Bachelor,1
6062,Data Engineer,MNC,Finance,USA,Hybrid,Entry,8,Bachelor,1
6063,Business Analyst,Startup,Retail,Singapore,Hybrid,Mid,14,PhD,0
6064,Machine Learning Engineer,Startup,E-commerce,India,Onsite,Senior,1,Master,0
6065,Machine Learning Engineer,Medium,Retail,UK,Remote,Entry,10,Bachelor,1
6066,Data Scientist,MNC,Healthcare,India,Onsite,Senior,14,Bachelor,0
6067,AI Engineer,Medium,Healthcare,USA,Remote,Mid,12,PhD,1
6068,Machine Learning Engineer,MNC,Technology,UK,Remote,Mid,4,PhD,1
6069,Business Analyst,MNC,Healthcare,India,Remote,Mid,3,Bachelor,1
6070,Data Scientist,Enterprise,Education,Germany,Onsite,Senior,10,PhD,1
6071,AI Engineer,Enterprise,Retail,USA,Remote,Mid,3,Master,0
6072,Machine Learning Engineer,Startup,Education,India,Remote,Entry,12,Bachelor,0
6073,AI Engineer,Enterprise,Retail,UK,Onsite,Entry,14,Master,1
6074,Machine Learning Engineer,Enterprise,E-commerce,USA,Remote,Entry,9,PhD,1
6075,Data Analyst,MNC,Healthcare,Australia,Remote,Mid,8,Master,0
6076,Data Analyst,Medium,E-commerce,Singapore,Remote,Entry,2,Bachelor,1
6077,Data Scientist,Enterprise,Finance,UK,Remote,Mid,3,Bachelor,0
6078,Data Engineer,MNC,Technology,UK,Hybrid,Entry,13,PhD,1
6079,Business Analyst,Enterprise,Retail,Germany,Remote,Entry,0,Bachelor,0
6080,Data Scientist,Enterprise,Finance,Germany,Onsite,Entry,13,Master,1
6081,Machine Learning Engineer,Enterprise,Technology,Singapore,Remote,Senior,9,PhD,0
6082,AI Engineer,Medium,Finance,Australia,Hybrid,Senior,7,PhD,1
6083,Data Engineer,Medium,Technology,India,Remote,Mid,5,Master,1
6084,Data Scientist,Enterprise,Retail,Australia,Remote,Senior,5,PhD,1
6085,Data Analyst,MNC,E-commerce,India,Remote,Mid,14,Master,1
6086,Data Engineer,Enterprise,E-commerce,Singapore,Hybrid,Mid,10,PhD,1
6087,Data Scientist,Startup,Technology,Germany,Remote,Mid,5,Master,1
6088,Data Scientist,Medium,Retail,Australia,Remote,Entry,8,Bachelor,1
6089,Data Analyst,Enterprise,Retail,USA,Hybrid,Entry,1,Bachelor,0
6090,AI Engineer,Medium,Finance,UK,Hybrid,Entry,9,Bachelor,0
6091,Data Analyst,MNC,Education,UK,Remote,Senior,7,Master,0
6092,AI Engineer,Startup,Healthcare,USA,Hybrid,Mid,8,Bachelor,0
6093,Data Analyst,MNC,Education,India,Hybrid,Entry,11,Bachelor,1
6094,Machine Learning Engineer,Enterprise,Education,Singapore,Remote,Mid,6,Bachelor,1
6095,Data Analyst,Startup,Retail,India,Remote,Senior,13,PhD,1
6096,Machine Learning Engineer,Medium,Education,Australia,Hybrid,Senior,7,PhD,0
6097,Data Engineer,Medium,Retail,Australia,Remote,Mid,7,Master,0
6098,AI Engineer,Enterprise,E-commerce,Canada,Onsite,Entry,0,PhD,0
6099,AI Engineer,Medium,Technology,Germany,Onsite,Senior,8,PhD,0
6100,Business Analyst,MNC,Education,Canada,Remote,Senior,1,Master,1
6101,Data Analyst,Enterprise,Finance,Singapore,Hybrid,Senior,7,Master,0
6102,Data Analyst,Medium,Technology,Germany,Remote,Senior,4,Master,1
6103,Data Analyst,Medium,Finance,Singapore,Hybrid,Entry,2,Master,0
6104,Business Analyst,MNC,Healthcare,Germany,Hybrid,Senior,10,Master,0
6105,AI Engineer,Medium,E-commerce,India,Onsite,Mid,12,Bachelor,0
6106,Data Analyst,MNC,Education,Canada,Hybrid,Entry,1,PhD,0
6107,Machine Learning Engineer,Enterprise,Healthcare,Australia,Remote,Senior,1,Master,0
6108,Business Analyst,Startup,E-commerce,UK,Remote,Entry,13,PhD,0
6109,AI Engineer,MNC,Retail,Singapore,Hybrid,Mid,6,PhD,0
6110,Data Engineer,Medium,Technology,USA,Remote,Mid,8,Master,0
6111,AI Engineer,Startup,E-commerce,Canada,Onsite,Senior,0,PhD,1
6112,Data Engineer,MNC,Finance,USA,Remote,Mid,7,Master,1
6113,AI Engineer,MNC,Retail,India,Onsite,Senior,12,Bachelor,1
6114,Machine Learning Engineer,MNC,Finance,Canada,Onsite,Entry,9,Bachelor,0
6115,Machine Learning Engineer,MNC,Finance,Singapore,Onsite,Entry,7,PhD,0
6116,Data Engineer,MNC,Healthcare,Canada,Onsite,Senior,13,Bachelor,1
6117,Machine Learning Engineer,Enterprise,Healthcare,UK,Onsite,Entry,9,PhD,0
6118,Machine Learning Engineer,Enterprise,Healthcare,Canada,Remote,Senior,14,Bachelor,0
6119,Data Scientist,MNC,Retail,Singapore,Remote,Entry,5,Master,0
6120,AI Engineer,Startup,Healthcare,Australia,Remote,Mid,11,PhD,1
6121,AI Engineer,Enterprise,Finance,Canada,Hybrid,Senior,0,PhD,0
6122,Data Engineer,Enterprise,Technology,Canada,Remote,Senior,12,Bachelor,0
6123,Data Engineer,Startup,Technology,UK,Hybrid,Senior,8,Bachelor,1
6124,Data Scientist,Startup,Healthcare,India,Onsite,Mid,5,Master,1
6125,Data Scientist,Enterprise,Retail,India,Onsite,Mid,11,Master,1
6126,AI Engineer,Startup,Retail,Singapore,Onsite,Entry,0,Master,1
6127,Data Engineer,Medium,Healthcare,USA,Onsite,Entry,5,PhD,0
6128,Data Analyst,Enterprise,Retail,India,Onsite,Mid,7,PhD,0
6129,Data Analyst,Medium,Technology,USA,Hybrid,Mid,10,PhD,0
6130,Data Analyst,Startup,Retail,Canada,Hybrid,Mid,10,Master,1
6131,Data Analyst,MNC,Technology,USA,Hybrid,Mid,3,PhD,1
6132,Data Scientist,Startup,Technology,Australia,Remote,Senior,0,Master,0
6133,Data Analyst,Startup,Healthcare,Australia,Remote,Senior,8,PhD,1
6134,Data Analyst,MNC,Retail,India,Hybrid,Senior,13,Master,1
6135,Business Analyst,MNC,Technology,UK,Hybrid,Mid,7,Bachelor,0
6136,Data Analyst,Startup,Finance,USA,Remote,Mid,8,Bachelor,0
6137,Machine Learning Engineer,Startup,E-commerce,Australia,Onsite,Mid,9,Master,1
6138,AI Engineer,MNC,E-commerce,USA,Onsite,Entry,0,PhD,1
6139,Machine Learning Engineer,MNC,Retail,Canada,Onsite,Senior,0,PhD,1
6140,Data Scientist,MNC,Retail,Germany,Onsite,Entry,13,PhD,1
6141,Data Analyst,Startup,Healthcare,UK,Remote,Senior,0,Bachelor,1
6142,AI Engineer,Medium,Retail,India,Remote,Entry,14,Bachelor,1
6143,Business Analyst,MNC,Technology,Singapore,Onsite,Entry,10,PhD,1
6144,Business Analyst,Enterprise,Technology,USA,Hybrid,Mid,5,PhD,1
6145,Data Analyst,Enterprise,Healthcare,Canada,Onsite,Entry,10,Master,1
6146,Data Scientist,Medium,Education,UK,Remote,Entry,1,Bachelor,1
6147,AI Engineer,Startup,Healthcare,Singapore,Onsite,Senior,13,Bachelor,0
6148,Business Analyst,MNC,Education,UK,Onsite,Entry,7,PhD,0
6149,Data Analyst,Enterprise,Education,Canada,Onsite,Entry,10,Bachelor,1
6150,Data Engineer,Enterprise,Healthcare,UK,Remote,Mid,6,PhD,0
6151,Machine Learning Engineer,MNC,Technology,Australia,Remote,Senior,2,PhD,1
6152,AI Engineer,MNC,Retail,Canada,Onsite,Mid,7,Master,0
6153,Business Analyst,Enterprise,Technology,Germany,Remote,Senior,12,Bachelor,1
6154,Data Engineer,Medium,Retail,Singapore,Onsite,Entry,14,PhD,0
6155,Data Engineer,MNC,Retail,Singapore,Onsite,Senior,4,Master,0
6156,Data Analyst,Enterprise,Technology,Australia,Remote,Entry,7,Bachelor,0
6157,Data Engineer,Enterprise,Retail,Singapore,Hybrid,Entry,11,Master,1
6158,AI Engineer,Medium,Education,Australia,Hybrid,Entry,13,Master,1
6159,Data Scientist,MNC,Retail,USA,Remote,Entry,8,PhD,0
6160,Data Engineer,Enterprise,Retail,Australia,Remote,Mid,10,Bachelor,1
6161,Business Analyst,Enterprise,Technology,Singapore,Onsite,Senior,7,Bachelor,1
6162,Data Analyst,Enterprise,Finance,Germany,Hybrid,Mid,11,Master,0
6163,AI Engineer,Medium,E-commerce,Canada,Hybrid,Mid,9,Bachelor,1
6164,AI Engineer,Medium,Retail,India,Hybrid,Senior,0,Master,0
6165,AI Engineer,Medium,Healthcare,USA,Onsite,Senior,12,Bachelor,1
6166,AI Engineer,MNC,Retail,India,Remote,Entry,0,Bachelor,0
6167,Data Scientist,Enterprise,E-commerce,Singapore,Remote,Senior,14,Master,1
6168,Data Scientist,MNC,E-commerce,Australia,Remote,Entry,4,Bachelor,1
6169,Business Analyst,MNC,Healthcare,UK,Hybrid,Mid,6,PhD,0
6170,Data Analyst,MNC,Healthcare,Canada,Remote,Mid,14,Master,1
6171,Data Engineer,MNC,E-commerce,UK,Onsite,Mid,2,PhD,0
6172,Data Engineer,Enterprise,Finance,USA,Onsite,Mid,14,Master,1
6173,Business Analyst,MNC,Education,UK,Hybrid,Mid,12,Bachelor,0
6174,AI Engineer,Enterprise,Education,Canada,Onsite,Entry,2,PhD,1
6175,AI Engineer,Enterprise,Finance,Singapore,Hybrid,Mid,14,Bachelor,0
6176,Machine Learning Engineer,MNC,Technology,UK,Onsite,Senior,12,Bachelor,0
6177,Machine Learning Engineer,Startup,Retail,USA,Hybrid,Mid,2,PhD,0
6178,AI Engineer,Medium,E-commerce,Germany,Remote,Senior,2,Bachelor,0
6179,AI Engineer,Medium,Retail,Singapore,Remote,Entry,4,PhD,0
6180,AI Engineer,Enterprise,E-commerce,UK,Hybrid,Mid,8,Bachelor,1
6181,Machine Learning Engineer,MNC,E-commerce,UK,Remote,Mid,14,PhD,0
6182,Data Scientist,Medium,Technology,USA,Onsite,Entry,5,Master,1
6183,Business Analyst,Medium,Education,Canada,Onsite,Entry,10,Bachelor,1
6184,Data Analyst,MNC,Healthcare,Germany,Onsite,Mid,4,Bachelor,1
6185,Data Engineer,Enterprise,Healthcare,Canada,Onsite,Senior,13,Master,0
6186,Business Analyst,Medium,Technology,UK,Hybrid,Mid,5,Bachelor,1
6187,Machine Learning Engineer,Medium,Education,UK,Remote,Entry,13,Bachelor,0
6188,Business Analyst,MNC,E-commerce,USA,Remote,Mid,1,Master,1
6189,Business Analyst,Enterprise,E-commerce,Germany,Onsite,Senior,13,Bachelor,1
6190,Business Analyst,Medium,Retail,Australia,Hybrid,Entry,7,PhD,0
6191,Business Analyst,Enterprise,Finance,USA,Hybrid,Senior,1,Master,0
6192,Data Analyst,MNC,Healthcare,USA,Onsite,Entry,13,PhD,1
6193,Machine Learning Engineer,Enterprise,Education,Canada,Onsite,Entry,0,Master,0
6194,Data Scientist,Medium,Finance,Australia,Remote,Senior,5,Master,1
6195,Business Analyst,Startup,Healthcare,Australia,Hybrid,Mid,3,Bachelor,0
6196,Machine Learning Engineer,MNC,Retail,Germany,Onsite,Entry,9,PhD,1
6197,Data Scientist,MNC,Retail,Australia,Remote,Mid,3,PhD,0
6198,Data Engineer,MNC,E-commerce,Canada,Hybrid,Mid,8,PhD,0
6199,Data Analyst,MNC,Healthcare,Singapore,Remote,Entry,5,Bachelor,0
6200,Data Scientist,Enterprise,Retail,USA,Hybrid,Entry,0,Bachelor,0
6201,Data Scientist,MNC,E-commerce,Australia,Hybrid,Mid,8,PhD,0
6202,Data Scientist,Enterprise,Healthcare,India,Onsite,Mid,11,Bachelor,1
6203,AI Engineer,Medium,E-commerce,Germany,Remote,Mid,4,Bachelor,0
6204,AI Engineer,Medium,Retail,India,Hybrid,Entry,11,Bachelor,1
6205,Data Engineer,Enterprise,Retail,Australia,Onsite,Mid,1,Bachelor,1
6206,Machine Learning Engineer,MNC,Education,USA,Remote,Entry,10,Master,1
6207,Machine Learning Engineer,Startup,Technology,Canada,Remote,Senior,3,PhD,1
6208,AI Engineer,Startup,Retail,Germany,Hybrid,Senior,4,Bachelor,0
6209,Data Analyst,MNC,Technology,USA,Onsite,Senior,4,PhD,0
6210,Business Analyst,Medium,Retail,Singapore,Onsite,Senior,14,Bachelor,0
6211,Business Analyst,Startup,Retail,Germany,Onsite,Entry,14,Bachelor,0
6212,Data Scientist,Enterprise,Finance,India,Hybrid,Entry,1,PhD,1
6213,Data Scientist,MNC,Technology,India,Hybrid,Senior,4,Bachelor,1
6214,Machine Learning Engineer,Enterprise,Technology,UK,Onsite,Entry,14,Bachelor,1
6215,Data Engineer,MNC,Education,Singapore,Hybrid,Senior,0,Bachelor,1
6216,Business Analyst,MNC,Education,India,Onsite,Mid,8,PhD,0
6217,Machine Learning Engineer,Startup,Retail,India,Onsite,Entry,14,PhD,0
6218,Data Analyst,Startup,Finance,Australia,Hybrid,Entry,11,PhD,0
6219,Data Analyst,MNC,Retail,UK,Onsite,Entry,4,Master,1
6220,Machine Learning Engineer,Enterprise,Healthcare,Germany,Remote,Senior,12,Master,0
6221,Machine Learning Engineer,Startup,Retail,Canada,Hybrid,Senior,4,Master,1
6222,Data Scientist,Enterprise,Finance,Singapore,Onsite,Mid,12,Bachelor,0
6223,AI Engineer,Medium,Retail,USA,Hybrid,Senior,14,Bachelor,0
6224,Data Analyst,Medium,E-commerce,USA,Hybrid,Mid,1,Master,1
6225,Data Scientist,Startup,Healthcare,Australia,Onsite,Senior,12,Master,1
6226,Business Analyst,MNC,E-commerce,UK,Hybrid,Mid,11,Bachelor,0
6227,Machine Learning Engineer,Enterprise,Education,UK,Onsite,Senior,4,PhD,0
6228,AI Engineer,Startup,Technology,Australia,Hybrid,Mid,13,Bachelor,1
6229,Data Analyst,Medium,E-commerce,UK,Onsite,Senior,5,Bachelor,0
6230,AI Engineer,MNC,Finance,USA,Remote,Mid,5,Bachelor,0
6231,Data Analyst,Startup,Retail,USA,Remote,Senior,1,Master,0
6232,Business Analyst,Startup,Technology,Germany,Hybrid,Senior,1,PhD,0
6233,Data Analyst,Enterprise,Finance,USA,Onsite,Senior,1,Master,1
6234,Data Scientist,MNC,Technology,USA,Remote,Entry,5,PhD,1
6235,Data Scientist,Enterprise,Technology,Canada,Remote,Senior,2,Master,1
6236,Data Scientist,MNC,Retail,Singapore,Onsite,Senior,7,Master,0
6237,AI Engineer,Enterprise,Education,Australia,Remote,Senior,5,Bachelor,1
6238,Machine Learning Engineer,MNC,E-commerce,Canada,Onsite,Mid,4,Master,1
6239,Data Analyst,Startup,Technology,Australia,Hybrid,Mid,4,PhD,0
6240,Data Scientist,MNC,Healthcare,Singapore,Onsite,Entry,1,PhD,0
6241,Business Analyst,Enterprise,E-commerce,Australia,Remote,Senior,5,Bachelor,0
6242,Data Scientist,Medium,Education,UK,Remote,Senior,10,Bachelor,1
6243,Data Engineer,Medium,Finance,Germany,Onsite,Senior,2,Master,1
6244,AI Engineer,Enterprise,Finance,Canada,Remote,Entry,1,PhD,1
6245,Machine Learning Engineer,Startup,Education,USA,Remote,Mid,6,Bachelor,0
6246,Data Analyst,Medium,Finance,Australia,Onsite,Entry,1,Master,0
6247,Data Analyst,MNC,Technology,UK,Onsite,Senior,3,Bachelor,1
6248,AI Engineer,MNC,E-commerce,UK,Hybrid,Entry,6,Bachelor,1
6249,AI Engineer,Medium,Finance,UK,Onsite,Senior,9,Master,1
6250,AI Engineer,Medium,Education,Germany,Remote,Entry,6,Bachelor,1
6251,Data Scientist,Enterprise,Healthcare,UK,Remote,Entry,5,Bachelor,1
6252,Data Engineer,Medium,Education,India,Hybrid,Mid,12,Bachelor,1
6253,Business Analyst,Medium,Finance,India,Remote,Entry,6,PhD,0
6254,Data Analyst,MNC,Technology,India,Hybrid,Mid,10,Master,1
6255,Data Analyst,Enterprise,Retail,Germany,Onsite,Mid,0,Bachelor,1
6256,Business Analyst,Medium,Finance,Germany,Remote,Entry,6,PhD,0
6257,Business Analyst,MNC,Technology,Australia,Remote,Senior,5,Master,0
6258,Machine Learning Engineer,MNC,E-commerce,Germany,Onsite,Entry,11,Bachelor,1
6259,Data Analyst,Enterprise,Technology,USA,Onsite,Mid,7,Master,0
6260,Data Scientist,Medium,Technology,India,Onsite,Mid,3,Master,0
6261,Business Analyst,Startup,E-commerce,UK,Remote,Entry,12,Master,0
6262,AI Engineer,Startup,Finance,USA,Hybrid,Entry,6,Bachelor,1
